Lakers,99
Hornets,15
Celtics,55
Rockets,27
Raptors,71
Mavericks,16
Nuggets,21
Bulls,49
Kings,29
Cavaliers,279
Supersonics,22
Pacers,10
NBA,41
Pistons,30
Blazers,22
Clippers,17
Price,17
76ers,14
Spurs,60
Suns,25
Pelicans,11
Grizzlies,23
Warriors,120
Bucks,17
Wizards,25
Knicks,41
Bandwagon,42
Heat,45
Thunder,38
Timberwolves,35
Magic,17
